@Version:0.9.1
@SampleID:gsa

@@SEQUENCEID	BINID	TAXID	_LENGTH
RH|P|C31998	1139_BL	12916	257
RH|P|C5793	1139_BL	12916	150621
RH|P|C14643	1139_BL	12916	324
RH|P|C13747	1139_BL	12916	3518
RH|P|C67	1139_BL	12916	287089
RH|P|C37364	1139_BL	12916	176501
RH|P|C29493	1139_BL	12916	162229
RH|P|C8568	1139_BL	12916	1654
RH|P|C8417	1139_BL	12916	94090
RH|P|C24176	1139_BL	12916	55635
RH|P|C37361	1139_BL	12916	387
RH|P|C29823	1139_BL	12916	524
RH|P|C19832	1139_BL	12916	53815
RH|P|C24917	1139_BL	12916	36654
RH|P|C33751	1139_BL	12916	25533
RH|P|C4279	1139_BL	12916	24939
RH|P|C12002	1139_BL	12916	35719
RH|P|C3879	1139_BL	12916	14999
RH|P|C3528	1139_BL	12916	13638
RH|P|C36600	1139_BL	12916	5468
RH|P|C35677	Sample19_106	45202	15158
RH|P|C18778	1220_AI	44249	797
RH|P|C38185	1220_AI	44249	406052
RH|P|C24608	1220_AI	44249	14945
RH|P|C19498	1220_AI	44249	298
RH|P|C30814	1220_AI	44249	105337
RH|P|C31634	1220_AI	44249	1282
RH|P|C3643	1220_AI	44249	1422
RH|P|C13279	1220_AI	44249	63401
RH|P|C30055	1220_AI	44249	119420
RH|P|C19765	1220_AI	44249	292680
RH|P|C4667	1220_AI	44249	1436
RH|P|C39973	1220_AI	44249	2143
RH|P|C25712	1220_AI	44249	470770
RH|P|C2968	1220_AI	44249	1634
RH|P|C28889	1220_AI	44249	1903
RH|P|C19494	1220_AI	44249	440312
RH|P|C7339	1220_AI	44249	1084
RH|P|C23173	1220_AI	44249	399880
RH|P|C11178	1220_AI	44249	379414
RH|P|C14720	1220_AI	44249	89714
RH|P|C5078	1220_AI	44249	32072
RH|P|C28740	1220_AI	44249	582
RH|P|C1878	1220_AI	44249	243885
RH|P|C20178	1220_AI	44249	983
RH|P|C25638	1220_AI	44249	8959
RH|P|C14578	1220_AI	44249	263547
RH|P|C37187	1220_AI	44249	205302
RH|P|C6890	1220_AI	44249	38595
RH|P|C37058	1220_AI	44249	3036
RH|P|C2479	1220_AI	44249	234678
RH|P|C15492	1220_AI	44249	5886
RH|P|C14820	1220_AI	44249	85226
RH|P|C22389	1220_AI	44249	136550
RH|P|C556	1220_AI	44249	51998
RH|P|C11343	1220_AI	44249	340
RH|P|C5731	1220_AI	44249	153550
RH|P|C23085	1220_AI	44249	246152
RH|P|C27262	1220_AI	44249	6862
RH|P|C15123	1220_AI	44249	306
RH|P|C16662	1220_AI	44249	117187
RH|P|C7456	1220_AI	44249	60431
RH|P|C31285	1220_AI	44249	174123
RH|P|C36165	1220_AI	44249	160454
RH|P|C41620	1220_AI	44249	8284
RH|P|C33247	1220_AI	44249	159507
RH|P|C10120	1220_AI	44249	332
RH|P|C1367	1220_AI	44249	18221
RH|P|C7656	1220_AI	44249	31330
RH|P|C37723	1220_AI	44249	104340
RH|P|C31256	1220_AI	44249	153645
RH|P|C41738	1220_AI	44249	149991
RH|P|C23721	1220_AI	44249	8003
RH|P|C13577	1220_AI	44249	145573
RH|P|C30167	1220_AI	44249	20856
RH|P|C26039	1220_AI	44249	124542
RH|P|C13649	1220_AI	44249	144024
RH|P|C33189	1220_AI	44249	26309
RH|P|C19380	1220_AI	44249	116700
RH|P|C41020	1220_AI	44249	142927
RH|P|C17574	1220_AI	44249	142418
RH|P|C11738	1220_AI	44249	140601
RH|P|C1486	1220_AI	44249	297
RH|P|C8365	1220_AI	44249	224
RH|P|C42021	1220_AI	44249	241
RH|P|C33638	1220_AI	44249	132071
RH|P|C1620	1220_AI	44249	681
RH|P|C16747	1220_AI	44249	469
RH|P|C33866	1220_AI	44249	881
RH|P|C41520	1220_AI	44249	593
RH|P|C30779	1220_AI	44249	254
RH|P|C35909	1220_AI	44249	578
RH|P|C25969	1220_AI	44249	321
RH|P|C38127	1220_AI	44249	88546
RH|P|C30685	1220_AI	44249	32144
RH|P|C22056	1220_AI	44249	118123
RH|P|C26986	1220_AI	44249	2785
RH|P|C28360	1220_AI	44249	119376
RH|P|C26066	1220_AI	44249	115979
RH|P|C2815	1220_AI	44249	44486
RH|P|C36258	1220_AI	44249	48832
RH|P|C6891	1220_AI	44249	1112
RH|P|C3916	1220_AI	44249	16504
RH|P|C23192	1220_AI	44249	96156
RH|P|C34424	1220_AI	44249	77142
RH|P|C4552	1220_AI	44249	72075
RH|P|C31176	1220_AI	44249	63596
RH|P|C9834	1220_AI	44249	61315
RH|P|C17836	1220_AI	44249	59336
RH|P|C17630	1220_AI	44249	293
RH|P|C4411	1220_AI	44249	56441
RH|P|C27169	1220_AI	44249	54603
RH|P|C7234	1220_AI	44249	20136
RH|P|C22170	1220_AI	44249	1486
RH|P|C36628	1220_AI	44249	302
RH|P|C32108	1220_AI	44249	26321
RH|P|C17041	1220_AI	44249	35284
RH|P|C29974	1220_AI	44249	468
RH|P|C3638	1220_AI	44249	33085
RH|P|C30519	1220_AI	44249	7107
RH|P|C35042	1220_AI	44249	3748
RH|P|C30529	1220_AI	44249	15448
RH|P|C39835	1220_AI	44249	707
RH|P|C5524	1220_AI	44249	1597
RH|P|C34081	1220_AI	44249	448
RH|P|C25050	1220_AI	44249	1754
RH|P|C30925	1220_AI	44249	24931
RH|P|C11750	1220_AI	44249	24203
RH|P|C8614	1220_AI	44249	23810
RH|P|C10672	1220_AI	44249	18437
RH|P|C29225	1220_AI	44249	15827
RH|P|C21678	1220_AI	44249	13273
RH|P|C35538	1220_AI	44249	12735
RH|P|C4312	1220_AI	44249	11625
RH|P|C31198	1220_AI	44249	9575
RH|P|C22038	1220_AI	44249	7904
RH|P|C6723	1220_AI	44249	277
RH|P|C35575	1220_AI	44249	6209
RH|P|C22294	1220_AI	44249	5988
RH|P|C5715	1220_AI	44249	1916
RH|P|C22633	1220_AI	44249	1908
RH|P|C40755	1220_AI	44249	1240
RH|P|C28950	1220_AI	44249	1203
RH|P|C21851	1220_AI	44249	999
RH|P|C4529	1220_AI	44249	1026
RH|P|C28162	Sample15_99	32644	6599
RH|P|C6041	1286_AV	190323	302676
RH|P|C11968	1286_AV	190323	526410
RH|P|C17863	1286_AV	190323	1091120
RH|P|C18151	1286_AV	190323	385
RH|P|C20248	1286_AV	190323	8075
RH|P|C20005	1286_AV	190323	551284
RH|P|C6072	1286_AV	190323	5714
RH|P|C13480	1286_AV	190323	481989
RH|P|C25388	1286_AV	190323	156962
RH|P|C27383	1286_AV	190323	871
RH|P|C30631	1286_AV	190323	258824
RH|P|C3962	1286_AV	190323	311
RH|P|C28082	1286_AV	190323	335
RH|P|C25429	1286_AV	190323	373220
RH|P|C30981	1286_AV	190323	137428
RH|P|C1708	1286_AV	190323	984
RH|P|C34423	1139_CC	33882	370
RH|P|C418	1139_CC	33882	200208
RH|P|C30521	1139_CC	33882	38380
RH|P|C28319	1139_CC	33882	659749
RH|P|C39354	1139_CC	33882	5563
RH|P|C24159	1139_CC	33882	68925
RH|P|C8237	1139_CC	33882	95680
RH|P|C36502	1139_CC	33882	128736
RH|P|C76	1139_CC	33882	381240
RH|P|C15612	1139_CC	33882	313913
RH|P|C3309	1139_CC	33882	351594
RH|P|C32192	1139_CC	33882	265174
RH|P|C31087	1139_CC	33882	323708
RH|P|C38649	1139_CC	33882	210881
RH|P|C39110	1139_CC	33882	107709
RH|P|C20352	1139_CC	33882	97618
RH|P|C9198	1139_CC	33882	741
RH|P|C29163	1139_CC	33882	96565
RH|P|C30183	1139_CC	33882	5455
RH|P|C12378	Sample6_188	45202	17184
RH|P|C9022	1220_N	75309	1171
RH|P|C1889	1220_N	75309	479
RH|P|C19093	1220_N	75309	469
RH|P|C10182	1220_N	75309	122193
RH|P|C9067	1220_N	75309	1372521
RH|P|C4054	1220_N	75309	294
RH|P|C26369	1220_N	75309	859
RH|P|C15019	1220_N	75309	16696
RH|P|C22629	1220_N	75309	1333002
RH|P|C36086	1220_N	75309	5252
RH|P|C33368	1220_N	75309	421384
RH|P|C10608	1220_N	75309	487
RH|P|C17473	1220_N	75309	398371
RH|P|C10858	Sample18_281	32644	6958
RH|P|C26480	Sample18_341	32644	6000
RH|P|C13590	Sample22_264	45202	17083
RH|P|C24531	Sample18_167	45202	10886
RH|P|C39553	1286_T	407	1162
RH|P|C5265	1286_T	407	3441
RH|P|C38588	1286_T	407	24178
RH|P|C38289	1286_T	407	13052
RH|P|C41839	1286_T	407	16054
RH|P|C1730	1286_T	407	2610
RH|P|C31009	1286_T	407	15776
RH|P|C37583	1286_T	407	1156
RH|P|C36287	1286_T	407	1350
RH|P|C31944	1286_T	407	3538
RH|P|C6768	1286_T	407	4074
RH|P|C7790	1286_T	407	7759
RH|P|C8569	1286_T	407	3412
RH|P|C10574	1286_T	407	7609
RH|P|C2539	1286_T	407	654
RH|P|C10218	1286_T	407	3145
RH|P|C37825	1286_T	407	14763
RH|P|C8866	1286_T	407	31752
RH|P|C28269	1286_T	407	529
RH|P|C32843	1286_T	407	2247
RH|P|C31138	1286_T	407	1729
RH|P|C24795	1286_T	407	1566
RH|P|C28451	1286_T	407	4172
RH|P|C24827	1286_T	407	10351
RH|P|C24295	1286_T	407	3227
RH|P|C4872	1286_T	407	3939
RH|P|C12489	1286_T	407	28491
RH|P|C2584	1286_T	407	1839
RH|P|C16274	1286_T	407	8236
RH|P|C17839	1286_T	407	1594
RH|P|C2431	1286_T	407	647
RH|P|C10141	1286_T	407	629
RH|P|C2798	1286_T	407	8987
RH|P|C28862	1286_T	407	2678
RH|P|C5062	1286_T	407	1823
RH|P|C30465	1286_T	407	9945
RH|P|C32456	1286_T	407	5061
RH|P|C14288	1286_T	407	10490
RH|P|C5572	1286_T	407	5702
RH|P|C21575	1286_T	407	23657
RH|P|C9043	1286_T	407	1606
RH|P|C37492	1286_T	407	2938
RH|P|C724	1286_T	407	3268
RH|P|C15756	1286_T	407	231
RH|P|C25369	1286_T	407	12214
RH|P|C20427	1286_T	407	6619
RH|P|C13295	1286_T	407	14102
RH|P|C8151	1286_T	407	3695
RH|P|C10447	1286_T	407	12924
RH|P|C16746	1286_T	407	1099
RH|P|C4103	1286_T	407	6468
RH|P|C25073	1286_T	407	3062
RH|P|C16941	1286_T	407	2536
RH|P|C9259	1286_T	407	1514
RH|P|C6459	1286_T	407	10316
RH|P|C18774	1286_T	407	12180
RH|P|C34331	1286_T	407	6707
RH|P|C3583	1286_T	407	6260
RH|P|C5573	1286_T	407	3478
RH|P|C9902	1286_T	407	6812
RH|P|C23969	1286_T	407	4022
RH|P|C11129	1286_T	407	1002
RH|P|C7328	1286_T	407	4271
RH|P|C27662	1286_T	407	1770
RH|P|C1084	1286_T	407	4350
RH|P|C4968	1286_T	407	2526
RH|P|C39039	1286_T	407	460
RH|P|C38106	1286_T	407	6979
RH|P|C22522	1286_T	407	7735
RH|P|C1184	1286_T	407	2019
RH|P|C2711	1286_T	407	4808
RH|P|C18567	1286_T	407	5010
RH|P|C26723	1286_T	407	3305
RH|P|C34213	1286_T	407	3467
RH|P|C11926	1286_T	407	2697
RH|P|C9414	1286_T	407	2628
RH|P|C1794	1286_T	407	9070
RH|P|C30933	1286_T	407	7049
RH|P|C31778	1286_T	407	5988
RH|P|C35941	1286_T	407	2057
RH|P|C8488	1286_T	407	14056
RH|P|C23682	1286_T	407	42260
RH|P|C16977	1286_T	407	6286
RH|P|C20659	1286_T	407	10865
RH|P|C34149	1286_T	407	6501
RH|P|C40605	1286_T	407	9695
RH|P|C19665	1286_T	407	13081
RH|P|C40051	1286_T	407	13280
RH|P|C28228	1286_T	407	9184
RH|P|C36158	1286_T	407	10632
RH|P|C180	1286_T	407	5564
RH|P|C38627	1286_T	407	4154
RH|P|C36914	1286_T	407	7960
RH|P|C25584	1286_T	407	3687
RH|P|C9539	1286_T	407	1224
RH|P|C31699	1286_T	407	2860
RH|P|C26521	1286_T	407	1009
RH|P|C3518	1286_T	407	1910
RH|P|C27110	1286_T	407	18074
RH|P|C22785	1286_T	407	28851
RH|P|C17094	1286_T	407	5732
RH|P|C10156	1286_T	407	5224
RH|P|C41457	1286_T	407	4854
RH|P|C27325	1286_T	407	4334
RH|P|C30612	1286_T	407	2709
RH|P|C23155	1286_T	407	11865
RH|P|C23318	1286_T	407	4315
RH|P|C1449	1286_T	407	7813
RH|P|C31521	1286_T	407	2627
RH|P|C17645	1286_T	407	6840
RH|P|C27355	1286_T	407	1781
RH|P|C36246	1286_T	407	3516
RH|P|C21448	1286_T	407	1444
RH|P|C4442	1286_T	407	7138
RH|P|C3129	1286_T	407	13639
RH|P|C37623	1286_T	407	5024
RH|P|C34312	1286_T	407	7155
RH|P|C13200	1286_T	407	789
RH|P|C38258	1286_T	407	15514
RH|P|C9706	1286_T	407	771
RH|P|C2904	1286_T	407	5035
RH|P|C24163	1286_T	407	7466
RH|P|C35985	1286_T	407	1983
RH|P|C3726	1286_T	407	22021
RH|P|C6657	1286_T	407	1678
RH|P|C24150	1286_T	407	37667
RH|P|C38058	1286_T	407	6989
RH|P|C11595	1286_T	407	15684
RH|P|C29234	1286_T	407	5138
RH|P|C16493	1286_T	407	934
RH|P|C27276	1286_T	407	4849
RH|P|C36472	1286_T	407	4763
RH|P|C3343	1286_T	407	5325
RH|P|C35099	1286_T	407	15214
RH|P|C23114	1286_T	407	2882
RH|P|C6266	1286_T	407	5182
RH|P|C536	1286_T	407	5605
RH|P|C37682	1286_T	407	3036
RH|P|C30331	1286_T	407	1881
RH|P|C3273	1286_T	407	2670
RH|P|C169	1286_T	407	18613
RH|P|C41154	1286_T	407	752
RH|P|C18166	1286_T	407	13183
RH|P|C30853	1286_T	407	3507
RH|P|C40565	1286_T	407	8804
RH|P|C1489	1286_T	407	8347
RH|P|C22100	1286_T	407	2618
RH|P|C35658	1286_T	407	45378
RH|P|C25903	1286_T	407	15315
RH|P|C1443	1286_T	407	3450
RH|P|C32621	1286_T	407	20734
RH|P|C15668	1286_T	407	643
RH|P|C31023	1286_T	407	20825
RH|P|C13785	1286_T	407	6807
RH|P|C6643	1286_T	407	9118
RH|P|C35543	1286_T	407	5050
RH|P|C21324	1286_T	407	11717
RH|P|C11198	1286_T	407	8329
RH|P|C6267	1286_T	407	18609
RH|P|C18900	1286_T	407	12334
RH|P|C6445	1286_T	407	8686
RH|P|C24184	1286_T	407	3803
RH|P|C1439	1286_T	407	5958
RH|P|C6443	1286_T	407	4663
RH|P|C41969	1286_T	407	11439
RH|P|C4350	1286_T	407	905
RH|P|C6123	1286_T	407	15209
RH|P|C21212	1286_T	407	1507
RH|P|C14569	1286_T	407	22033
RH|P|C796	1286_T	407	17432
RH|P|C12731	1286_T	407	5563
RH|P|C28885	1286_T	407	6615
RH|P|C19727	1286_T	407	1678
RH|P|C2741	1286_T	407	3152
RH|P|C6718	1286_T	407	150
RH|P|C16689	1286_T	407	774
RH|P|C28960	1286_T	407	11912
RH|P|C17341	1286_T	407	11599
RH|P|C4737	1286_T	407	6945
RH|P|C16586	1286_T	407	1525
RH|P|C35460	1286_T	407	3559
RH|P|C39384	1286_T	407	1786
RH|P|C7054	1286_T	407	21785
RH|P|C27150	1286_T	407	18270
RH|P|C37246	1286_T	407	5029
RH|P|C36672	1286_T	407	2359
RH|P|C14637	1286_T	407	2425
RH|P|C18803	1286_T	407	3052
RH|P|C36816	1286_T	407	3059
RH|P|C28949	1286_T	407	4027
RH|P|C10743	1286_T	407	9102
RH|P|C9547	1286_T	407	5917
RH|P|C27205	1286_T	407	19115
RH|P|C35809	1286_T	407	5402
RH|P|C25876	1286_T	407	3055
RH|P|C38581	1286_T	407	34927
RH|P|C10243	1286_T	407	8077
RH|P|C6979	1286_T	407	10775
RH|P|C41513	1286_T	407	6460
RH|P|C23970	1286_T	407	1946
RH|P|C25837	1286_T	407	5047
RH|P|C8736	1286_T	407	12193
RH|P|C32918	1286_T	407	3870
RH|P|C8366	1286_T	407	718
RH|P|C32505	1286_T	407	783
RH|P|C9882	1286_T	407	398
RH|P|C6409	1286_T	407	526
RH|P|C32304	1286_T	407	14574
RH|P|C35396	1286_T	407	11235
RH|P|C40651	1286_T	407	5573
RH|P|C1767	1286_T	407	3907
RH|P|C9792	1286_T	407	1182
RH|P|C36255	1286_T	407	11881
RH|P|C7093	1286_T	407	2320
RH|P|C2220	1286_T	407	3640
RH|P|C27327	1286_T	407	5746
RH|P|C1368	1286_T	407	13868
RH|P|C40043	1286_T	407	11997
RH|P|C12392	1286_T	407	11162
RH|P|C13169	1286_T	407	2189
RH|P|C33118	1286_T	407	4362
RH|P|C22709	1286_T	407	1325
RH|P|C19461	1286_T	407	1025
RH|P|C39082	1286_T	407	2115
RH|P|C24588	1286_T	407	7089
RH|P|C30748	1286_T	407	6609
RH|P|C20065	1286_T	407	13767
RH|P|C14707	1286_T	407	5054
RH|P|C26998	1286_T	407	7658
RH|P|C18773	1286_T	407	3390
RH|P|C14583	1286_T	407	7476
RH|P|C18919	1286_T	407	19508
RH|P|C12381	1286_T	407	28287
RH|P|C31081	1286_T	407	1102
RH|P|C27273	1286_T	407	2670
RH|P|C11060	1286_T	407	2921
RH|P|C29403	1286_T	407	1243
RH|P|C2753	1286_T	407	36924
RH|P|C27600	1286_T	407	4096
RH|P|C14954	1286_T	407	3130
RH|P|C2699	1286_T	407	21282
RH|P|C19698	1286_T	407	7732
RH|P|C4126	1286_T	407	1505
RH|P|C36304	1286_T	407	23281
RH|P|C40284	1286_T	407	6594
RH|P|C13065	1286_T	407	5578
RH|P|C34027	1286_T	407	8575
RH|P|C24286	1286_T	407	5310
RH|P|C12168	1286_T	407	150
RH|P|C27394	1286_T	407	1086
RH|P|C19928	1286_T	407	2587
RH|P|C38018	1286_T	407	1677
RH|P|C18876	1286_T	407	14057
RH|P|C13376	1286_T	407	150
RH|P|C22300	1286_T	407	4236
RH|P|C3156	1286_T	407	5089
RH|P|C22347	1286_T	407	7728
RH|P|C12008	1286_T	407	4858
RH|P|C3597	1286_T	407	6193
RH|P|C2433	1286_T	407	11591
RH|P|C10061	1286_T	407	1477
RH|P|C3573	1286_T	407	2869
RH|P|C38856	1286_T	407	1711
RH|P|C26186	1286_T	407	4932
RH|P|C3252	1286_T	407	292
RH|P|C29479	1286_T	407	580
RH|P|C36483	1286_T	407	10626
RH|P|C25461	1286_T	407	1971
RH|P|C19210	1286_T	407	5121
RH|P|C28135	1286_T	407	18801
RH|P|C11739	1286_T	407	1799
RH|P|C16074	1286_T	407	8878
RH|P|C33328	1286_T	407	5471
RH|P|C9424	1286_T	407	3882
RH|P|C10090	1286_T	407	5585
RH|P|C40801	1286_T	407	15404
RH|P|C10734	1286_T	407	2819
RH|P|C18950	1286_T	407	3841
RH|P|C3802	1286_T	407	5301
RH|P|C41927	1286_T	407	9312
RH|P|C419	1286_T	407	13524
RH|P|C40954	1286_T	407	4022
RH|P|C23645	1286_T	407	9223
RH|P|C13191	1286_T	407	4111
RH|P|C17451	1286_T	407	452
RH|P|C23749	1286_T	407	9391
RH|P|C6035	1286_T	407	3498
RH|P|C16854	1286_T	407	2784
RH|P|C15000	1286_T	407	5370
RH|P|C40865	1286_T	407	1784
RH|P|C9393	1286_T	407	6196
RH|P|C7372	1286_T	407	3538
RH|P|C38192	1286_T	407	2850
RH|P|C7212	1286_T	407	2663
RH|P|C4387	1286_T	407	36664
RH|P|C24582	1286_T	407	2062
RH|P|C31030	1286_T	407	12595
RH|P|C4884	1286_T	407	3916
RH|P|C17617	1286_T	407	689
RH|P|C35466	1286_T	407	1195
RH|P|C22111	1286_T	407	5041
RH|P|C26892	1286_T	407	10827
RH|P|C30762	1286_T	407	2770
RH|P|C22642	1286_T	407	17835
RH|P|C32047	1286_T	407	469
RH|P|C5240	1286_T	407	6826
RH|P|C8302	1286_T	407	920
RH|P|C2958	1286_T	407	2799
RH|P|C14962	1286_T	407	1547
RH|P|C25377	1286_T	407	5750
RH|P|C37499	1286_T	407	2959
RH|P|C36884	1286_T	407	2509
RH|P|C19833	1286_T	407	16104
RH|P|C15070	1286_T	407	9047
RH|P|C4365	1286_T	407	1910
RH|P|C20458	1286_T	407	13980
RH|P|C16162	1286_T	407	2013
RH|P|C41853	1286_T	407	1182
RH|P|C7665	1286_T	407	6796
RH|P|C39762	1286_T	407	9625
RH|P|C25090	1286_T	407	15577
RH|P|C29371	1286_T	407	25500
RH|P|C22635	1286_T	407	15133
RH|P|C3871	1286_T	407	3637
RH|P|C37807	1286_T	407	763
RH|P|C25440	1286_T	407	24937
RH|P|C28379	1286_T	407	2594
RH|P|C3536	1286_T	407	3973
RH|P|C22508	1286_T	407	291
RH|P|C16611	1286_T	407	2560
RH|P|C33133	1286_T	407	17878
RH|P|C13303	1286_T	407	2528
RH|P|C994	1286_T	407	9729
RH|P|C29088	1286_T	407	5915
RH|P|C29814	1286_T	407	14495
RH|P|C38961	1286_T	407	23970
RH|P|C30698	1286_T	407	5374
RH|P|C5743	1286_T	407	8810
RH|P|C20722	1286_T	407	8714
RH|P|C27557	1286_T	407	7493
RH|P|C25921	1286_T	407	6443
RH|P|C422	1286_T	407	8164
RH|P|C13907	1286_T	407	2515
RH|P|C10815	1286_T	407	16316
RH|P|C28575	1286_T	407	20105
RH|P|C24038	1286_T	407	8130
RH|P|C8646	1286_T	407	27548
RH|P|C40090	1286_T	407	3723
RH|P|C40180	1286_T	407	13529
RH|P|C14476	1286_T	407	32140
RH|P|C5987	1286_T	407	328
RH|P|C5598	1286_T	407	6794
RH|P|C41332	1286_T	407	328
RH|P|C6191	1286_T	407	20842
RH|P|C7171	1286_T	407	13670
RH|P|C30219	1286_T	407	479
RH|P|C11374	1286_T	407	14785
RH|P|C29811	1286_T	407	16829
RH|P|C33372	1286_T	407	7317
RH|P|C9101	1286_T	407	5494
RH|P|C21259	1286_T	407	4434
RH|P|C5621	1286_T	407	3412
RH|P|C36673	1286_T	407	12914
RH|P|C16012	1286_T	407	10529
RH|P|C27560	1286_T	407	14555
RH|P|C37164	1286_T	407	2288
RH|P|C12519	1286_T	407	3613
RH|P|C10013	1286_T	407	4070
RH|P|C19178	1286_T	407	5073
RH|P|C31602	1286_T	407	1899
RH|P|C37001	1286_T	407	9118
RH|P|C33476	1286_T	407	5581
RH|P|C34854	1286_T	407	3278
RH|P|C27194	1286_T	407	5656
RH|P|C25572	1286_T	407	2922
RH|P|C22721	1286_T	407	22560
RH|P|C37740	1286_T	407	1995
RH|P|C28632	1286_T	407	150
RH|P|C36991	1286_T	407	597
RH|P|C290	1286_T	407	6148
RH|P|C19476	1286_T	407	14586
RH|P|C8244	1286_T	407	5225
RH|P|C5044	1286_T	407	9024
RH|P|C22520	1286_T	407	622
RH|P|C18557	1286_T	407	11844
RH|P|C35872	1286_T	407	3790
RH|P|C11157	1286_T	407	1242
RH|P|C41470	1286_T	407	3772
RH|P|C34015	1286_T	407	10764
RH|P|C23255	1286_T	407	10756
RH|P|C6579	1286_T	407	20338
RH|P|C3911	1286_T	407	12255
RH|P|C24992	1286_T	407	16766
RH|P|C2979	1286_T	407	13927
RH|P|C12649	1286_T	407	2398
RH|P|C12166	1286_T	407	861
RH|P|C12853	1286_T	407	40017
RH|P|C40147	1286_T	407	945
RH|P|C20337	1286_T	407	6937
RH|P|C39221	1286_T	407	6173
RH|P|C22805	1286_T	407	1593
RH|P|C5729	1286_T	407	3745
RH|P|C37769	1286_T	407	548
RH|P|C38626	1286_T	407	386
RH|P|C17685	1286_T	407	271
RH|P|C7670	1286_T	407	16219
RH|P|C31707	1286_T	407	756
RH|P|C293	1286_T	407	1622
RH|P|C2293	1286_T	407	2681
RH|P|C33560	1286_T	407	369
RH|P|C25763	1286_T	407	15616
RH|P|C23856	1286_T	407	20211
RH|P|C12108	1286_T	407	2331
RH|P|C26637	1286_T	407	5253
RH|P|C24140	1286_T	407	1391
RH|P|C18859	1286_T	407	482
RH|P|C32602	1286_T	407	18562
RH|P|C15471	1286_T	407	5817
RH|P|C29273	1286_T	407	13097
RH|P|C37750	1286_T	407	5948
RH|P|C37088	1286_T	407	5651
RH|P|C745	1286_T	407	12761
RH|P|C37987	1286_T	407	1904
RH|P|C20624	1286_T	407	14499
RH|P|C310	1286_T	407	19874
RH|P|C40656	1286_T	407	2001
RH|P|C20670	1286_T	407	4859
RH|P|C11259	1286_T	407	1229
RH|P|C16785	1286_T	407	12239
RH|P|C15814	1286_T	407	4737
RH|P|C35745	1286_T	407	17774
RH|P|C38601	1286_T	407	150
RH|P|C28922	1286_T	407	4000
RH|P|C10131	1286_T	407	5588
RH|P|C11150	1286_T	407	4393
RH|P|C41827	1286_T	407	4736
RH|P|C15522	1286_T	407	1958
RH|P|C30632	1286_T	407	24019
RH|P|C36235	1286_T	407	14845
RH|P|C14593	1286_T	407	1121
RH|P|C4904	1286_T	407	1125
RH|P|C18911	1286_T	407	7159
RH|P|C1243	1286_T	407	6198
RH|P|C41283	1286_T	407	2867
RH|P|C18864	1286_T	407	21623
RH|P|C27436	1286_T	407	17762
RH|P|C14455	1286_T	407	5633
RH|P|C32962	1286_T	407	14960
RH|P|C24277	1286_T	407	3697
RH|P|C27772	1286_T	407	3595
RH|P|C24792	1286_T	407	4040
RH|P|C10761	1286_T	407	275
RH|P|C39944	1286_T	407	529
RH|P|C12720	1286_T	407	4335
RH|P|C36253	1286_T	407	1333
RH|P|C11290	1286_T	407	2424
RH|P|C16288	1286_T	407	905
RH|P|C14622	1286_T	407	17399
RH|P|C26101	1286_T	407	1177
RH|P|C27903	1286_T	407	1333
RH|P|C39470	1286_T	407	8531
RH|P|C11373	1286_T	407	9044
RH|P|C20719	1286_T	407	2307
RH|P|C40136	1286_T	407	9560
RH|P|C12774	1286_T	407	17889
RH|P|C37689	1286_T	407	6587
RH|P|C25303	1286_T	407	1116
RH|P|C21465	1286_T	407	18504
RH|P|C29693	1286_T	407	6625
RH|P|C29140	1286_T	407	2468
RH|P|C15322	1286_T	407	11939
RH|P|C12068	1286_T	407	492
RH|P|C31161	1286_T	407	5791
RH|P|C3952	1286_T	407	4661
RH|P|C34601	1286_T	407	15554
RH|P|C19882	1286_T	407	11292
RH|P|C19442	1286_T	407	680
RH|P|C1192	1286_T	407	4231
RH|P|C6865	1286_T	407	7777
RH|P|C6321	1286_T	407	762
RH|P|C11503	1286_T	407	6162
RH|P|C16790	1286_T	407	3801
RH|P|C38102	1286_T	407	5148
RH|P|C4726	1286_T	407	9079
RH|P|C33558	1286_T	407	14709
RH|P|C6652	1286_T	407	14256
RH|P|C25009	1286_T	407	3965
RH|P|C28530	1286_T	407	9285
RH|P|C36127	1286_T	407	2521
RH|P|C23032	1286_T	407	6482
RH|P|C2472	1286_T	407	3321
RH|P|C3673	1286_T	407	7936
RH|P|C41133	1286_T	407	10713
RH|P|C4391	1286_T	407	11362
RH|P|C32941	1286_T	407	5407
RH|P|C27437	1286_T	407	17291
RH|P|C18783	1286_T	407	11757
RH|P|C21961	1286_T	407	5369
RH|P|C1532	1286_T	407	4358
RH|P|C2664	1286_T	407	5414
RH|P|C40534	1286_T	407	7221
RH|P|C71	1286_T	407	1681
RH|P|C6336	1286_T	407	1660
RH|P|C5378	1286_T	407	6701
RH|P|C28317	1286_T	407	17561
RH|P|C1673	1286_T	407	3021
RH|P|C26780	1286_T	407	9111
RH|P|C12254	1286_T	407	5460
RH|P|C19108	1286_T	407	8680
RH|P|C17983	1286_T	407	1206
RH|P|C24707	1286_T	407	13323
RH|P|C7255	1286_T	407	1960
RH|P|C194	1286_T	407	20396
RH|P|C35567	1286_T	407	5835
RH|P|C19836	1286_T	407	5072
RH|P|C21428	1286_T	407	584
RH|P|C20528	1286_T	407	689
RH|P|C12885	1286_T	407	3828
RH|P|C2600	1286_T	407	703
RH|P|C31601	1286_T	407	2947
